Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link
1450. Priest,tt0822847,5.7,2h 17m,1h 27m,https://www.boxofficemojo.com/title/tt0822847/
1451. Silence,tt0490215,7.2,R,2h 41m,https://www.boxofficemojo.com/title/tt0490215/
1452. Sound of Freedom,tt7599146,7.6,2009,2h 11m,https://www.boxofficemojo.com/title/tt7599146/
1453. Marie Antoinette,tt0422720,6.5,2h 20m,2h 3m,https://www.boxofficemojo.com/title/tt0422720/
1454. Rat Race,tt0250687,6.5,R,1h 52m,https://www.boxofficemojo.com/title/tt0250687/
1455. Nebraska,tt1821549,7.7,2017,1h 55m,https://www.boxofficemojo.com/title/tt1821549/
1456. Instant Family,tt7401588,7.3,2h 2m,1h 58m,https://www.boxofficemojo.com/title/tt7401588/
1457. Ride Along,tt1408253,6.1,R,1h 39m,https://www.boxofficemojo.com/title/tt1408253/
1458. A Haunting in Venice,tt22687790,6.5,2008,1h 43m,https://www.boxofficemojo.com/title/tt22687790/
1459. Bridget Jones: The Edge of Reason,tt0317198,6.0,1h 49m,1h 48m,https://www.boxofficemojo.com/title/tt0317198/
1460. Asteroid City,tt14230388,6.5,R,1h 45m,https://www.boxofficemojo.com/title/tt14230388/
1461. Wild Hogs,tt0486946,5.8,2017,1h 40m,https://www.boxofficemojo.com/title/tt0486946/
1462. Vacation,tt1524930,6.2,1h 45m,1h 39m,https://www.boxofficemojo.com/title/tt1524930/
1463. Funny People,tt1201167,6.3,PG,2h 26m,https://www.boxofficemojo.com/title/tt1201167/
1464. The Family,tt2404311,6.3,2016,1h 51m,https://www.boxofficemojo.com/title/tt2404311/
1465. Long Shot,tt2139881,6.8,1h 56m,2h 5m,https://www.boxofficemojo.com/title/tt2139881/
1466. Serendipity,tt0240890,6.8,R,1h 30m,https://www.boxofficemojo.com/title/tt0240890/
1467. The Fabelmans,tt14208870,7.5,2003,2h 31m,https://www.boxofficemojo.com/title/tt14208870/
1468. The Way Back,tt1023114,7.3,1h 37m,2h 13m,https://www.boxofficemojo.com/title/tt1023114/
1469. Rang De Basanti,tt0405508,8.1,PG,2h 47m,https://www.boxofficemojo.com/title/tt0405508/
1470. The Green Knight,tt9243804,6.6,2009,2h 10m,https://www.boxofficemojo.com/title/tt9243804/
1471. Death at a Funeral,tt0795368,7.3,1h 33m,1h 30m,https://www.boxofficemojo.com/title/tt0795368/
1472. Geostorm,tt1981128,5.3,G,1h 51m,https://www.boxofficemojo.com/title/tt1981128/
1473. Maleficent: Mistress of Evil,tt4777008,6.6,2006,1h 59m,https://www.boxofficemojo.com/title/tt4777008/
1474. From Paris with Love,tt1179034,6.4,2h 23m,1h 32m,https://www.boxofficemojo.com/title/tt1179034/
1475. Street Kings,tt0421073,6.8,R,1h 49m,https://www.boxofficemojo.com/title/tt0421073/
1476. Hamilton,tt8503618,8.3,2014,2h 40m,https://www.boxofficemojo.com/title/tt8503618/
"1477. tick, tick... BOOM!",tt8721424,7.5,1h 42m,1h 55m,https://www.boxofficemojo.com/title/tt8721424/
1478. Lagaan: Once Upon a Time in India,tt0169102,8.1,R,3h 44m,https://www.boxofficemojo.com/title/tt0169102/
1479. Once,tt0907657,7.8,2011,1h 26m,https://www.boxofficemojo.com/title/tt0907657/
1480. The Huntsman: Winter's War,tt2381991,6.1,1h 46m,1h 54m,https://www.boxofficemojo.com/title/tt2381991/
1481. Insidious: Chapter 3,tt3195644,6.1,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt3195644/
1482. The Invitation,tt2400463,6.6,2022,1h 40m,https://www.boxofficemojo.com/title/tt2400463/
1483. The Unforgivable,tt11233960,7.1,2h 41m,1h 52m,https://www.boxofficemojo.com/title/tt11233960/
1484. The Other Boleyn Girl,tt0467200,6.7,PG-13,1h 55m,https://www.boxofficemojo.com/title/tt0467200/
1485. Water for Elephants,tt1067583,6.9,2007,2h,https://www.boxofficemojo.com/title/tt1067583/
1486. Little Fockers,tt0970866,5.5,2h 7m,1h 38m,https://www.boxofficemojo.com/title/tt0970866/
1487. Gothika,tt0348836,5.8,R,1h 38m,https://www.boxofficemojo.com/title/tt0348836/
1488. The Butler,tt1327773,7.2,2012,2h 12m,https://www.boxofficemojo.com/title/tt1327773/
1489. The Jacket,tt0366627,7.1,2h 15m,1h 43m,https://www.boxofficemojo.com/title/tt0366627/
1490. Frankenweenie,tt1142977,6.9,PG-13,1h 27m,https://www.boxofficemojo.com/title/tt1142977/
1491. Friday the 13th,tt0758746,5.5,2008,1h 37m,https://www.boxofficemojo.com/title/tt0758746/
1492. Doom,tt0419706,5.2,2h 3m,1h 45m,https://www.boxofficemojo.com/title/tt0419706/
1493. Fences,tt2671706,7.2,PG-13,2h 19m,https://www.boxofficemojo.com/title/tt2671706/
1494. Seeking a Friend for the End of the World,tt1307068,6.7,2015,1h 41m,https://www.boxofficemojo.com/title/tt1307068/
1495. The Fall,tt0460791,7.8,1h 32m,1h 57m,https://www.boxofficemojo.com/title/tt0460791/
1496. The Zone of Interest,tt7160372,7.4,R,1h 45m,https://www.boxofficemojo.com/title/tt7160372/
1497. Safe,tt1656190,6.5,2009,1h 34m,https://www.boxofficemojo.com/title/tt1656190/
1498. Greyhound,tt6048922,7.0,1h 47m,1h 31m,https://www.boxofficemojo.com/title/tt6048922/
1499. Baahubali 2: The Conclusion,tt4849438,8.2,PG-13,2h 47m,https://www.boxofficemojo.com/title/tt4849438/
1500. Only God Forgives,tt1602613,5.7,2001,1h 30m,https://www.boxofficemojo.com/title/tt1602613/
1501. The 5th Wave,tt2304933,5.2,1h 50m,1h 52m,https://www.boxofficemojo.com/title/tt2304933/
1502. Premium Rush,tt1547234,6.5,R,1h 31m,https://www.boxofficemojo.com/title/tt1547234/
1503. Paul Blart: Mall Cop,tt1114740,5.3,2015,1h 31m,https://www.boxofficemojo.com/title/tt1114740/
1504. The Host,tt1517260,5.8,2h 13m,2h 5m,https://www.boxofficemojo.com/title/tt1517260/
1505. Sex Tape,tt1956620,5.1,PG-13,1h 34m,https://www.boxofficemojo.com/title/tt1956620/
1506. The Amityville Horror,tt0384806,5.9,2023,1h 30m,https://www.boxofficemojo.com/title/tt0384806/
1507. A Single Man,tt1315981,7.5,2h 21m,1h 39m,https://www.boxofficemojo.com/title/tt1315981/
1508. The Final Destination,tt1144884,5.1,R,1h 22m,https://www.boxofficemojo.com/title/tt1144884/
"1509. As Above, So Below",tt2870612,6.3,2019,1h 33m,https://www.boxofficemojo.com/title/tt2870612/
1510. Not Another Teen Movie,tt0277371,5.8,2h 49m,1h 29m,https://www.boxofficemojo.com/title/tt0277371/
1511. Just Like Heaven,tt0425123,6.7,R,1h 35m,https://www.boxofficemojo.com/title/tt0425123/
1512. Talk to Her,tt0287467,7.9,2018,1h 52m,https://www.boxofficemojo.com/title/tt0287467/
1513. The Manchurian Candidate,tt0368008,6.6,2h 14m,2h 9m,https://www.boxofficemojo.com/title/tt0368008/
1514. Trance,tt1924429,6.9,PG-13,1h 41m,https://www.boxofficemojo.com/title/tt1924429/
1515. A Scanner Darkly,tt0405296,7.0,2014,1h 40m,https://www.boxofficemojo.com/title/tt0405296/
1516. Pompeii,tt1921064,5.5,1h 37m,1h 45m,https://www.boxofficemojo.com/title/tt1921064/
1517. Zathura: A Space Adventure,tt0406375,6.3,R,1h 41m,https://www.boxofficemojo.com/title/tt0406375/
1518. Little Children,tt0404203,7.5,2009,2h 17m,https://www.boxofficemojo.com/title/tt0404203/
1519. My Name Is Khan,tt1188996,7.9,2h 18m,2h 45m,https://www.boxofficemojo.com/title/tt1188996/
1520. Bend It Like Beckham,tt0286499,6.7,PG-13,1h 52m,https://www.boxofficemojo.com/title/tt0286499/
1521. Demolition,tt1172049,7.0,2011,1h 41m,https://www.boxofficemojo.com/title/tt1172049/
1522. Cloudy with a Chance of Meatballs 2,tt1985966,6.3,2h 5m,1h 35m,https://www.boxofficemojo.com/title/tt1985966/
1523. Safe Haven,tt1702439,6.7,R,1h 55m,https://www.boxofficemojo.com/title/tt1702439/
1524. Filth,tt1450321,7.0,2016,1h 37m,https://www.boxofficemojo.com/title/tt1450321/
1525. Hannibal Rising,tt0367959,6.1,1h 37m,2h 1m,https://www.boxofficemojo.com/title/tt0367959/
1526. Bride Wars,tt0901476,5.5,PG,1h 29m,https://www.boxofficemojo.com/title/tt0901476/
1527. Guillermo del Toro's Pinocchio,tt1488589,7.6,2013,1h 57m,https://www.boxofficemojo.com/title/tt1488589/
1528. Precious,tt0929632,7.3,2h 1m,1h 50m,https://www.boxofficemojo.com/title/tt0929632/
1529. The Mexican,tt0236493,6.1,R,2h 3m,https://www.boxofficemojo.com/title/tt0236493/
1530. The Boat That Rocked,tt1131729,7.3,2016,1h 57m,https://www.boxofficemojo.com/title/tt1131729/
1531. The Death of Stalin,tt4686844,7.3,1h 28m,1h 47m,https://www.boxofficemojo.com/title/tt4686844/
1532. Van Wilder,tt0283111,6.4,R,1h 32m,https://www.boxofficemojo.com/title/tt0283111/
1533. House of Flying Daggers,tt0385004,7.5,2016,1h 59m,https://www.boxofficemojo.com/title/tt0385004/
1534. Couples Retreat,tt1078940,5.5,2h 14m,1h 53m,https://www.boxofficemojo.com/title/tt1078940/
1535. The Queen,tt0436697,7.3,R,1h 43m,https://www.boxofficemojo.com/title/tt0436697/
1536. The Wave,tt1063669,7.6,2015,1h 47m,https://www.boxofficemojo.com/title/tt1063669/
1537. Red Riding Hood,tt1486185,5.4,1h 59m,1h 40m,https://www.boxofficemojo.com/title/tt1486185/
1538. Push,tt0465580,6.1,R,1h 51m,https://www.boxofficemojo.com/title/tt0465580/
1539. The Man Who Wasn't There,tt0243133,7.5,2017,1h 56m,https://www.boxofficemojo.com/title/tt0243133/
1540. Run All Night,tt2199571,6.6,2h 20m,1h 54m,https://www.boxofficemojo.com/title/tt2199571/
1541. Tenacious D in the Pick of Destiny,tt0365830,6.8,PG-13,1h 34m,https://www.boxofficemojo.com/title/tt0365830/
1542. Primer,tt0390384,6.7,2005,1h 17m,https://www.boxofficemojo.com/title/tt0390384/
1543. Patriots Day,tt4572514,7.3,1h 17m,2h 13m,https://www.boxofficemojo.com/title/tt4572514/
1544. Stoker,tt1682180,6.7,PG,1h 39m,https://www.boxofficemojo.com/title/tt1682180/
1545. Fright Night,tt1438176,6.4,2006,1h 46m,https://www.boxofficemojo.com/title/tt1438176/
1546. Fall,tt15325794,6.4,1h 44m,1h 47m,https://www.boxofficemojo.com/title/tt15325794/
1547. Mirrors,tt0790686,6.1,PG-13,1h 50m,https://www.boxofficemojo.com/title/tt0790686/
1548. Power Rangers,tt3717490,5.9,2010,2h 4m,https://www.boxofficemojo.com/title/tt3717490/
1549. Across the Universe,tt0445922,7.3,1h 56m,2h 13m,https://www.boxofficemojo.com/title/tt0445922/
1550. The Cloverfield Paradox,tt2548396,5.5,PG-13,1h 42m,https://www.boxofficemojo.com/title/tt2548396/
1551. The Lucky One,tt1327194,6.4,2005,1h 41m,https://www.boxofficemojo.com/title/tt1327194/
1552. Portrait of a Lady on Fire,tt8613070,8.1,1h 59m,2h 2m,https://www.boxofficemojo.com/title/tt8613070/
1553. Turbo,tt1860353,6.4,PG-13,1h 36m,https://www.boxofficemojo.com/title/tt1860353/
1554. Dogtooth,tt1379182,7.1,2008,1h 37m,https://www.boxofficemojo.com/title/tt1379182/
1555. Movie 43,tt1333125,4.4,1h 51m,1h 34m,https://www.boxofficemojo.com/title/tt1333125/
1556. Transformers: Rise of the Beasts,tt5090568,6.0,R,2h 7m,https://www.boxofficemojo.com/title/tt5090568/
1557. Behind Enemy Lines,tt0159273,6.4,2007,1h 46m,https://www.boxofficemojo.com/title/tt0159273/
1558. Cocaine Bear,tt14209916,5.9,2h 3m,1h 35m,https://www.boxofficemojo.com/title/tt14209916/
1559. Super Troopers,tt0247745,7.0,R,1h 40m,https://www.boxofficemojo.com/title/tt0247745/
1560. Meet the Robinsons,tt0396555,6.8,2019,1h 35m,https://www.boxofficemojo.com/title/tt0396555/
1561. Fifty Shades Darker,tt4465564,4.6,2h 2m,1h 58m,https://www.boxofficemojo.com/title/tt4465564/
1562. Journey 2: The Mysterious Island,tt1397514,5.7,TV-MA,1h 34m,https://www.boxofficemojo.com/title/tt1397514/
1563. Home,tt2224026,6.5,2012,1h 34m,https://www.boxofficemojo.com/title/tt2224026/
1564. The Iron Lady,tt1007029,6.4,2h 7m,1h 45m,https://www.boxofficemojo.com/title/tt1007029/
1565. Paycheck,tt0338337,6.3,PG-13,1h 59m,https://www.boxofficemojo.com/title/tt0338337/
1566. Legion,tt1038686,5.3,2009,1h 40m,https://www.boxofficemojo.com/title/tt1038686/
1567. Before the Devil Knows You're Dead,tt0292963,7.3,2h 10m,1h 57m,https://www.boxofficemojo.com/title/tt0292963/
1568. Malignant,tt3811906,6.2,PG-13,1h 51m,https://www.boxofficemojo.com/title/tt3811906/
1569. Angel Has Fallen,tt6189022,6.4,2016,2h 1m,https://www.boxofficemojo.com/title/tt6189022/
1570. Hostage,tt0340163,6.5,1h 36m,1h 53m,https://www.boxofficemojo.com/title/tt0340163/
1571. Shanghai Knights,tt0300471,6.2,PG-13,1h 54m,https://www.boxofficemojo.com/title/tt0300471/
1572. Gran Turismo,tt4495098,7.1,2019,2h 14m,https://www.boxofficemojo.com/title/tt4495098/
1573. The Brothers Grimsby,tt3381008,6.2,2h 2m,1h 23m,https://www.boxofficemojo.com/title/tt3381008/
1574. The Switch,tt0889573,6.1,PG-13,1h 41m,https://www.boxofficemojo.com/title/tt0889573/
1575. Faster,tt1433108,6.4,2017,1h 38m,https://www.boxofficemojo.com/title/tt1433108/
1576. Frost/Nixon,tt0870111,7.6,1h 54m,2h 2m,https://www.boxofficemojo.com/title/tt0870111/
1577. The Purge: Election Year,tt4094724,6.0,PG-13,1h 48m,https://www.boxofficemojo.com/title/tt4094724/
1578. The Wolfman,tt0780653,5.8,2003,1h 43m,https://www.boxofficemojo.com/title/tt0780653/
1579. You're Next,tt1853739,6.6,1h 47m,1h 35m,https://www.boxofficemojo.com/title/tt1853739/
1580. The Three Musketeers,tt1509767,5.7,PG-13,1h 50m,https://www.boxofficemojo.com/title/tt1509767/
1581. Brahmastra Part One: Shiva,tt6277462,5.6,2010,2h 47m,https://www.boxofficemojo.com/title/tt6277462/
1582. A Cure for Wellness,tt4731136,6.4,1h 35m,2h 26m,https://www.boxofficemojo.com/title/tt4731136/
1583. Mamma Mia! Here We Go Again,tt6911608,6.6,PG,1h 54m,https://www.boxofficemojo.com/title/tt6911608/
1584. That's My Boy,tt1232200,5.6,2001,1h 56m,https://www.boxofficemojo.com/title/tt1232200/
1585. Rambo: Last Blood,tt1206885,6.1,2h 7m,1h 29m,https://www.boxofficemojo.com/title/tt1206885/
1586. The Babysitter,tt4225622,6.4,PG-13,1h 25m,https://www.boxofficemojo.com/title/tt4225622/
1587. Elite Squad,tt0861739,8.0,2006,1h 55m,https://www.boxofficemojo.com/title/tt0861739/
1588. Saw 3D,tt1477076,5.5,1h 31m,1h 30m,https://www.boxofficemojo.com/title/tt1477076/
1589. Inherent Vice,tt1791528,6.6,PG,2h 28m,https://www.boxofficemojo.com/title/tt1791528/
1590. Attack the Block,tt1478964,6.7,2013,1h 28m,https://www.boxofficemojo.com/title/tt1478964/
1591. Ip Man 2,tt1386932,7.5,1h 49m,1h 48m,https://www.boxofficemojo.com/title/tt1386932/
1592. Meet the Spartans,tt1073498,2.8,R,1h 27m,https://www.boxofficemojo.com/title/tt1073498/
1593. ParaNorman,tt1623288,7.0,2002,1h 32m,https://www.boxofficemojo.com/title/tt1623288/
1594. Rescue Dawn,tt0462504,7.3,1h 52m,2h 5m,https://www.boxofficemojo.com/title/tt0462504/
1595. Get the Gringo,tt1567609,6.9,R,1h 36m,https://www.boxofficemojo.com/title/tt1567609/
1596. United 93,tt0475276,7.6,2007,1h 51m,https://www.boxofficemojo.com/title/tt0475276/
1597. Dinner for Schmucks,tt0427152,5.9,1h 40m,1h 54m,https://www.boxofficemojo.com/title/tt0427152/
1598. Leap Year,tt1216492,6.4,R,1h 40m,https://www.boxofficemojo.com/title/tt1216492/
1599. August Rush,tt0426931,7.4,2016,1h 54m,https://www.boxofficemojo.com/title/tt0426931/
1600. Capernaum,tt8267604,8.4,1h 50m,2h 6m,https://www.boxofficemojo.com/title/tt8267604/
1601. Hitman's Wife's Bodyguard,tt8385148,6.1,PG-13,1h 40m,https://www.boxofficemojo.com/title/tt8385148/
1602. Dark Waters,tt9071322,7.6,2007,2h 6m,https://www.boxofficemojo.com/title/tt9071322/
1603. Poseidon,tt0409182,5.7,1h 44m,1h 38m,https://www.boxofficemojo.com/title/tt0409182/
1604. Ghost Ship,tt0288477,5.6,PG-13,1h 31m,https://www.boxofficemojo.com/title/tt0288477/
1605. The Interpreter,tt0373926,6.4,2001,2h 8m,https://www.boxofficemojo.com/title/tt0373926/
1606. Repo Men,tt1053424,6.3,1h 30m,1h 51m,https://www.boxofficemojo.com/title/tt1053424/
1607. Paranormal Activity 2,tt1536044,5.7,R,1h 31m,https://www.boxofficemojo.com/title/tt1536044/
1608. The Last Witch Hunter,tt1618442,5.9,2011,1h 46m,https://www.boxofficemojo.com/title/tt1618442/
1609. Brick,tt0393109,7.1,1h 47m,1h 50m,https://www.boxofficemojo.com/title/tt0393109/
1610. Walking Tall,tt0351977,6.3,PG,1h 26m,https://www.boxofficemojo.com/title/tt0351977/
1611. Brightburn,tt7752126,6.1,2012,1h 30m,https://www.boxofficemojo.com/title/tt7752126/
1612. Epic,tt0848537,6.6,1h 35m,1h 42m,https://www.boxofficemojo.com/title/tt0848537/
1613. A Silent Voice: The Movie,tt5323662,8.1,R,2h 10m,https://www.boxofficemojo.com/title/tt5323662/
1614. The Diving Bell and the Butterfly,tt0401383,8.0,2001,1h 52m,https://www.boxofficemojo.com/title/tt0401383/
1615. Take Shelter,tt1675192,7.3,2h 11m,2h,https://www.boxofficemojo.com/title/tt1675192/
1616. The Mountain II,tt5813916,8.2,R,2h 15m,https://www.boxofficemojo.com/title/tt5813916/
1617. Martyrs,tt1029234,7.0,2011,1h 39m,https://www.boxofficemojo.com/title/tt1029234/
1618. Cheaper by the Dozen,tt0349205,5.9,1h 54m,1h 38m,https://www.boxofficemojo.com/title/tt0349205/
1619. The Forbidden Kingdom,tt0865556,6.5,PG-13,1h 44m,https://www.boxofficemojo.com/title/tt0865556/
1620. Epic Movie,tt0799949,2.4,2007,1h 26m,https://www.boxofficemojo.com/title/tt0799949/
1621. The Peanut Butter Falcon,tt4364194,7.6,1h 54m,1h 37m,https://www.boxofficemojo.com/title/tt4364194/
1622. Only Lovers Left Alive,tt1714915,7.2,R,2h 3m,https://www.boxofficemojo.com/title/tt1714915/
1623. The Guest,tt2980592,6.7,2002,1h 40m,https://www.boxofficemojo.com/title/tt2980592/
1624. The Ladykillers,tt0335245,6.2,2h 4m,1h 44m,https://www.boxofficemojo.com/title/tt0335245/
1625. Colombiana,tt1657507,6.4,R,1h 48m,https://www.boxofficemojo.com/title/tt1657507/
1626. A Nightmare on Elm Street,tt1179056,5.2,2019,1h 35m,https://www.boxofficemojo.com/title/tt1179056/
1627. St. Vincent,tt2170593,7.2,1h 34m,1h 42m,https://www.boxofficemojo.com/title/tt2170593/
1628. Vacancy,tt0452702,6.2,TV-MA,1h 25m,https://www.boxofficemojo.com/title/tt0452702/
1629. The Legend of Zorro,tt0386140,6.0,2018,2h 9m,https://www.boxofficemojo.com/title/tt0386140/
1630. The Good Shepherd,tt0343737,6.7,2h 15m,2h 47m,https://www.boxofficemojo.com/title/tt0343737/
1631. Where the Wild Things Are,tt0386117,6.7,R,1h 41m,https://www.boxofficemojo.com/title/tt0386117/
1632. A Dangerous Method,tt1571222,6.4,2020,1h 39m,https://www.boxofficemojo.com/title/tt1571222/
1633. Hustlers,tt5503686,6.3,2h 31m,1h 50m,https://www.boxofficemojo.com/title/tt5503686/
1634. Overlord,tt4530422,6.6,PG-13,1h 50m,https://www.boxofficemojo.com/title/tt4530422/
1635. Paper Towns,tt3622592,6.2,2019,1h 49m,https://www.boxofficemojo.com/title/tt3622592/
1636. Unleashed,tt0342258,7.0,2h 8m,1h 43m,https://www.boxofficemojo.com/title/tt0342258/
1637. Alpha Dog,tt0426883,6.9,PG,2h 2m,https://www.boxofficemojo.com/title/tt0426883/
1638. The Core,tt0298814,5.5,2015,2h 15m,https://www.boxofficemojo.com/title/tt0298814/
1639. Volver,tt0441909,7.6,2h 6m,2h 1m,https://www.boxofficemojo.com/title/tt0441909/
1640. Trick 'r Treat,tt0862856,6.7,PG-13,1h 22m,https://www.boxofficemojo.com/title/tt0862856/
1641. Letters to Juliet,tt0892318,6.5,2013,1h 45m,https://www.boxofficemojo.com/title/tt0892318/
1642. The Rum Diary,tt0376136,6.1,1h 59m,1h 59m,https://www.boxofficemojo.com/title/tt0376136/
1643. Music and Lyrics,tt0758766,6.5,R,1h 44m,https://www.boxofficemojo.com/title/tt0758766/
1644. The Losers,tt0480255,6.2,2004,1h 37m,https://www.boxofficemojo.com/title/tt0480255/
1645. The Secret World of Arrietty,tt1568921,7.6,1h 20m,1h 34m,https://www.boxofficemojo.com/title/tt1568921/
1646. Headhunters,tt1614989,7.5,R,1h 40m,https://www.boxofficemojo.com/title/tt1614989/
1647. Eat Pray Love,tt0879870,5.8,2016,2h 13m,https://www.boxofficemojo.com/title/tt0879870/
1648. Open Season,tt0400717,6.1,1h 46m,1h 26m,https://www.boxofficemojo.com/title/tt0400717/
1649. Waiting...,tt0348333,6.7,PG,1h 34m,https://www.boxofficemojo.com/title/tt0348333/
1650. Anna Karenina,tt1781769,6.6,2010,2h 9m,https://www.boxofficemojo.com/title/tt1781769/
1651. That Awkward Moment,tt1800246,6.1,1h 46m,1h 34m,https://www.boxofficemojo.com/title/tt1800246/
1652. Knock Knock,tt3605418,4.9,PG-13,1h 39m,https://www.boxofficemojo.com/title/tt3605418/
1653. Dan in Real Life,tt0480242,6.8,2019,1h 38m,https://www.boxofficemojo.com/title/tt0480242/
1654. The Angry Birds Movie,tt1985949,6.3,2h 3m,1h 37m,https://www.boxofficemojo.com/title/tt1985949/
1655. Never Back Down,tt1023111,6.5,PG-13,1h 53m,https://www.boxofficemojo.com/title/tt1023111/
1656. Broken Flowers,tt0412019,7.1,2012,1h 46m,https://www.boxofficemojo.com/title/tt0412019/
1657. Money Monster,tt2241351,6.5,2h 20m,1h 38m,https://www.boxofficemojo.com/title/tt2241351/
1658. Mr. Popper's Penguins,tt1396218,6.0,R,1h 34m,https://www.boxofficemojo.com/title/tt1396218/
1659. The Devil's Rejects,tt0395584,6.7,2002,1h 47m,https://www.boxofficemojo.com/title/tt0395584/
1660. Beautiful Boy,tt1226837,7.4,1h 40m,2h,https://www.boxofficemojo.com/title/tt1226837/
1661. Violent Night,tt12003946,6.7,R,1h 52m,https://www.boxofficemojo.com/title/tt12003946/
1662. Wall Street: Money Never Sleeps,tt1027718,6.2,2020,2h 13m,https://www.boxofficemojo.com/title/tt1027718/
1663. 30 Minutes or Less,tt1622547,6.0,1h 37m,1h 23m,https://www.boxofficemojo.com/title/tt1622547/
