Title,Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
Man of Steel,Man of Steel (2013),tt0770828,7.1,2013,2h 23m,https://www.boxofficemojo.com/title/tt0770828/,"$670,145,518","$291,045,518","$379,100,000",Zack Snyder,"Henry Cavill (Clark Kent/Kal-El), Amy Adams (Lois Lane), Michael Shannon (General Zod), Diane Lane (Martha Kent)"
City of God,City of God (2002),tt0317248,8.6,2002,2h 10m,https://www.boxofficemojo.com/title/tt0317248/,"$30,680,793","$7,564,459","$23,116,334",Fernando Meirelles,"Alexandre Rodrigues (Buscapé), Leandro Firmino (Zé Pequeno), Matheus Nachtergaele (Sandro Cenoura), Phellipe Haagensen (Bené)"
Amélie,Amélie (2001),tt0211915,8.3,2001,2h 2m,https://www.boxofficemojo.com/title/tt0211915/,"$175,183,052","$33,712,444","$141,317,403",Jean-Pierre Jeunet,"Audrey Tautou (Amélie Poulain), Mathieu Kassovitz (Nino Quincampoix), Rufus (Raphaël Poulain), Lorella Cravotta (Amandine Poulain)"
Sin City,Sin City (2005),tt0401792,8.0,2005,2h 4m,https://www.boxofficemojo.com/title/tt0401792/,"$158,733,820","$74,103,820","$84,630,000",Frank Miller,"Mickey Rourke (Marv), Clive Owen (Dwight), Bruce Willis (Hartigan), Jessica Alba (Nancy)"
Knives Out,Knives Out (2019),tt8946378,7.9,2019,2h 10m,https://www.boxofficemojo.com/title/tt8946378/,"$312,897,920","$165,363,234","$147,534,686",Rian Johnson,"Daniel Craig (Benoit Blanc), Chris Evans (Ransom Drysdale), Ana de Armas (Marta Cabrera), Jamie Lee Curtis (Linda Drysdale)"
Arrival,Arrival (2016),tt2543164,7.9,2016,1h 56m,https://www.boxofficemojo.com/title/tt2543164/,"$212,758,656","$100,546,139","$112,212,517",Denis Villeneuve,"Amy Adams (Louise Banks), Jeremy Renner (Ian Donnelly), Forest Whitaker (Colonel Weber), Michael Stuhlbarg (Agent Halpern)"
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest (2006),tt0383574,7.4,2006,2h 31m,https://www.boxofficemojo.com/title/tt0383574/,"$1,066,179,747","$423,315,812","$642,863,935",Gore Verbinski,"Johnny Depp (Jack Sparrow), Orlando Bloom (Will Turner), Keira Knightley (Elizabeth Swann), Jack Davenport (Norrington)"
Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2 (2017),tt3896198,7.6,2017,2h 16m,https://www.boxofficemojo.com/title/tt3896198/,"$863,756,903","$389,813,101","$473,942,950",James Gunn,"Chris Pratt (Peter Quill/Star-Lord), Zoe Saldana (Gamora), Dave Bautista (Drax), Vin Diesel (Baby Groot)"
The Social Network,The Social Network (2010),tt1285016,7.8,2010,2h,https://www.boxofficemojo.com/title/tt1285016/,"$224,927,749","$96,962,694","$127,957,681",Mark Zuckerberg,"Jesse Eisenberg (Mark Zuckerberg), Andrew Garfield (Eduardo Saverin), Justin Timberlake (Sean Parker), Rooney Mara (Erica Albright)"
Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,6.6,2002,2h 22m,https://www.boxofficemojo.com/title/tt0121765/,"$653,780,724","$310,676,740","$343,103,230",George Lucas,"Hayden Christensen (Anakin Skywalker), Natalie Portman (Padmé), Ewan McGregor (Obi-Wan Kenobi), Christopher Lee (Count Dooku)"
Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice (2016),tt2975590,6.5,2016,2h 31m,https://www.boxofficemojo.com/title/tt2975590/,"$874,362,803","$330,360,194","$544,002,609",Zack Snyder,"Ben Affleck (Bruce Wayne/Batman), Henry Cavill (Clark Kent/Superman), Amy Adams (Lois), Jesse Eisenberg (Lex Luthor)"
John Wick,John Wick (2014),tt2911666,7.4,2014,1h 41m,https://www.boxofficemojo.com/title/tt2911666/,"$86,085,139","$43,037,835","$43,047,304",Chad Stahelski,"Keanu Reeves (John Wick), Michael Nyqvist (Viggo Tarasov), Alfie Allen (Iosef Tarasov), Willem Dafoe (Marcus)"
X-Men: Days of Future Past,X-Men: Days of Future Past (2014),tt1877832,7.9,2014,2h 12m,https://www.boxofficemojo.com/title/tt1877832/,"$746,045,700","$233,921,534","$512,124,166",Bryan Singer,"Patrick Stewart (Professor X), Ian McKellen (Magneto), Hugh Jackman (Logan/Wolverine), James McAvoy (Charles Xavier)"
Dunkirk,Dunkirk (2017),tt5013056,7.8,2017,1h 46m,https://www.boxofficemojo.com/title/tt5013056/,"$533,678,728","$189,740,665","$343,886,071",Christopher Nolan,"Fionn Whitehead (Tommy), Barry Keoghan (George), Mark Rylance (Mr. Dawson), Tom Hardy (Farrier)"
Edge of Tomorrow,Edge of Tomorrow (2014),tt1631867,7.9,2014,1h 53m,https://www.boxofficemojo.com/title/tt1631867/,"$377,044,245","$100,206,256","$276,808,977",Doug Liman,"Tom Cruise (Cage), Emily Blunt (Rita), Bill Paxton (Master Sergeant Farell), Brendan Gleeson (General Brigham)"
Shrek,Shrek (2001),tt0126029,7.9,2001,1h 30m,https://www.boxofficemojo.com/title/tt0126029/,"$488,977,919","$268,698,241","$220,279,678",Andrew Adamson,"Mike Myers (Shrek/Blind Mouse/Opening Narration), Eddie Murphy (Donkey), Cameron Diaz (Princess Fiona), John Lithgow (Lord Farquaad)"
12 Years a Slave,12 Years a Slave (2013),tt2024544,8.1,2013,2h 14m,https://www.boxofficemojo.com/title/tt2024544/,"$187,734,091","$56,671,993","$131,061,209",Solomon Northup,"Chiwetel Ejiofor (Solomon Northup), Michael Kenneth Williams (Robert), Michael Fassbender (Edwin Epps), Brad Pitt (Bass)"
Silver Linings Playbook,Silver Linings Playbook (2012),tt1045658,7.7,2012,2h 2m,https://www.boxofficemojo.com/title/tt1045658/,"$236,412,453","$132,092,958","$104,319,495",David O. Russell,"Bradley Cooper (Pat), Jennifer Lawrence (Tiffany Maxwell), Robert De Niro (Pat Sr.), Jacki Weaver (Dolores Solitano)"
Top Gun: Maverick,Top Gun: Maverick (2022),tt1745960,8.2,2022,2h 10m,https://www.boxofficemojo.com/title/tt1745960/,"$1,495,696,292","$718,732,821","$776,963,471",Joseph Kosinski,"Tom Cruise (Capt. Pete 'Maverick' Mitchell), Jennifer Connelly (Penny Benjamin), Miles Teller (Lt. Bradley 'Rooster' Bradshaw), Val Kilmer (Adm. Tom 'Iceman' Kazansky)"
Skyfall,Skyfall (2012),tt1074638,7.8,2012,2h 23m,https://www.boxofficemojo.com/title/tt1074638/,"$1,108,594,137","$304,360,277","$804,200,736",Sam Mendes,"Daniel Craig (James Bond), Javier Bardem (Silva), Naomie Harris (Eve), Judi Dench (M)"
Spider-Man: Homecoming,Spider-Man: Homecoming (2017),tt2250912,7.4,2017,2h 13m,https://www.boxofficemojo.com/title/tt2250912/,"$880,944,210","$334,952,829","$545,965,784",Jon Watts,"Tom Holland (Peter Parker/Spider-Man), Michael Keaton (Adrian Toomes/Vulture), Robert Downey Jr. (Tony Stark/Iron Man), Marisa Tomei (May Parker)"
World War Z,World War Z (2013),tt0816711,7.0,2013,1h 56m,https://www.boxofficemojo.com/title/tt0816711/,"$540,455,876","$202,807,711","$337,648,165",Marc Forster,"Brad Pitt (Gerry Lane), Mireille Enos (Karin Lane), Daniella Kertesz (Segen), James Badge Dale (Captain Speke)"
Thor: The Dark World,Thor: The Dark World (2013),tt1981115,6.7,2013,1h 52m,https://www.boxofficemojo.com/title/tt1981115/,"$644,783,140","$206,362,140","$438,421,000",Alan Taylor,"Chris Hemsworth (Thor), Natalie Portman (Jane Foster), Tom Hiddleston (Loki), Stellan Skarsgård (Erik Selvig)"
Get Out,Get Out (2017),tt5052448,7.8,2017,1h 44m,https://www.boxofficemojo.com/title/tt5052448/,"$255,751,443","$176,196,665","$79,548,492",Jordan Peele,"Daniel Kaluuya (Chris Washington), Allison Williams (Rose Armitage), Bradley Whitford (Dean Armitage), Catherine Keener (Missy Armitage)"
X-Men: First Class,X-Men: First Class (2011),tt1270798,7.7,2011,2h 11m,https://www.boxofficemojo.com/title/tt1270798/,"$352,616,690","$146,408,305","$206,208,385",Matthew Vaughn,"James McAvoy (Charles Xavier (30 Years)), Michael Fassbender (Erik Lensherr), Jennifer Lawrence (Raven/Mystique), Kevin Bacon (Sebastian Shaw)"
Ant-Man,Ant-Man (2015),tt0478970,7.2,2015,1h 57m,https://www.boxofficemojo.com/title/tt0478970/,"$519,311,965","$180,202,163","$339,109,802",Peyton Reed,"Paul Rudd (Scott Lang/Ant-Man), Michael Douglas (Dr. Hank Pym), Corey Stoll (Darren Cross/Yellowjacket), Evangeline Lilly (Hope van Dyne)"
Kingsman: The Secret Service,Kingsman: The Secret Service (2014),tt2802144,7.7,2014,2h 9m,https://www.boxofficemojo.com/title/tt2802144/,"$414,351,546","$128,261,724","$286,089,822",Matthew Vaughn,"Colin Firth (Harry Hart/Galahad), Taron Egerton (Gary 'Eggsy' Unwin), Samuel L. Jackson (Valentine), Michael Caine (Arthur)"
The Hunger Games: Catching Fire,The Hunger Games: Catching Fire (2013),tt1951264,7.5,2013,2h 26m,https://www.boxofficemojo.com/title/tt1951264/,"$865,011,746","$424,668,047","$440,343,699",Francis Lawrence,"Jennifer Lawrence (Katniss Everdeen), Josh Hutcherson (Peeta Mellark), Liam Hemsworth (Gale Hawthorne), Philip Seymour Hoffman (Plutarch Heavensbee)"
Million Dollar Baby,Million Dollar Baby (2004),tt0405159,8.1,2004,2h 12m,https://www.boxofficemojo.com/title/tt0405159/,"$216,763,646","$100,492,203","$116,271,443",Clint Eastwood,"Hilary Swank (Maggie Fitzgerald), Clint Eastwood (Frankie Dunn), Morgan Freeman (Eddie Scrap-Iron Dupris), Jay Baruchel (Danger Barch)"
Suicide Squad,Suicide Squad (2016),tt1386697,5.9,2016,2h 3m,https://www.boxofficemojo.com/title/tt1386697/,"$749,200,054","$325,100,054","$424,100,000",David Ayer,"Will Smith (Deadshot), Jared Leto (The Joker), Margot Robbie (Harley Quinn), Viola Davis (Amanda Waller)"
Spider-Man 2,Spider-Man 2 (2004),tt0316654,7.5,2004,2h 7m,https://www.boxofficemojo.com/title/tt0316654/,"$784,543,400","$374,337,514","$410,180,516",Sam Raimi,"Tobey Maguire (Spider-Man/Peter Parker), Kirsten Dunst (Mary Jane Watson), Alfred Molina (Doc Ock/Dr. Otto Octavius), James Franco (Harry Osborn)"
District 9,District 9 (2009),tt1136608,7.9,2009,1h 52m,https://www.boxofficemojo.com/title/tt1136608/,"$210,888,950","$115,646,235","$95,242,715",Neill Blomkamp,"Sharlto Copley (Wikus van de Merwe), David James (Koobus Venter), Jason Cope (Grey Bradnam - UKNR Chief Correspondent/Christopher Johnson), Vanessa Haywood (Tania van de Merwe)"
Now You See Me,Now You See Me (2013),tt1670345,7.2,2013,1h 55m,https://www.boxofficemojo.com/title/tt1670345/,"$351,723,989","$117,723,989","$234,000,000",Louis Leterrier,"Jesse Eisenberg (J. Daniel Atlas), Common (Evans), Mark Ruffalo (Dylan Rhodes), Woody Harrelson (Merritt McKinney)"
Drive,Drive (2011),tt0780504,7.8,2011,1h 40m,https://www.boxofficemojo.com/title/tt0780504/,"$79,747,261","$35,061,555","$44,679,329",Nicolas Winding Refn,"Ryan Gosling (Driver), Carey Mulligan (Irene), Bryan Cranston (Shannon), Albert Brooks (Bernie Rose)"
The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug (2013),tt1170358,7.8,2013,2h 41m,https://www.boxofficemojo.com/title/tt1170358/,"$959,079,095","$258,387,334","$700,640,658",Peter Jackson,"Ian McKellen (Gandalf), Martin Freeman (Bilbo), Richard Armitage (Thorin), Ken Stott (Balin)"
The Amazing Spider-Man,The Amazing Spider-Man (2012),tt0948470,6.9,2012,2h 16m,https://www.boxofficemojo.com/title/tt0948470/,"$758,707,722","$262,782,352","$495,900,000",Marc Webb,"Andrew Garfield (Spider-Man/Peter Parker), Emma Stone (Gwen Stacy), Rhys Ifans (The Lizard/Dr. Curt Connors), Irrfan Khan (Rajit Ratha)"
Pan's Labyrinth,Pan's Labyrinth (2006),tt0457430,8.2,2006,1h 58m,https://www.boxofficemojo.com/title/tt0457430/,"$83,863,565","$37,646,380","$46,215,652",Guillermo del Toro,"Ivana Baquero (Ofelia), Ariadna Gil (Carmen), Sergi López (Vidal), Maribel Verdú (Mercedes)"
The King's Speech,The King's Speech (2010),tt1504320,8.0,2010,1h 58m,https://www.boxofficemojo.com/title/tt1504320/,"$472,088,310","$138,797,449","$333,290,861",King George VI,"Colin Firth (King George VI), Geoffrey Rush (Lionel Logue), Helena Bonham Carter (Queen Elizabeth), Derek Jacobi (Archbishop Cosmo Lang)"
Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets (2002),tt0295297,7.4,2002,2h 41m,https://www.boxofficemojo.com/title/tt0295297/,"$882,740,355","$262,641,637","$619,646,211",Chris Columbus,"Daniel Radcliffe (Harry Potter), Rupert Grint (Ron Weasley), Emma Watson (Hermione Granger), Richard Harris (Albus Dumbledore)"
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban (2004),tt0304141,7.9,2004,2h 22m,https://www.boxofficemojo.com/title/tt0304141/,"$808,485,409","$250,105,651","$558,291,810",Alfonso Cuarón,"Daniel Radcliffe (Harry Potter), Emma Watson (Hermione Granger), Rupert Grint (Ron Weasley), Richard Griffiths (Uncle Vernon)"
Wonder Woman,Wonder Woman (2017),tt0451279,7.3,2017,2h 21m,https://www.boxofficemojo.com/title/tt0451279/,"$823,970,682","$412,845,172","$411,125,510",Patty Jenkins,"Gal Gadot (Diana), Chris Pine (Steve Trevor), Robin Wright (Antiope), Lucy Davis (Etta)"
The Curious Case of Benjamin Button,The Curious Case of Benjamin Button (2008),tt0421715,7.8,2008,2h 46m,https://www.boxofficemojo.com/title/tt0421715/,"$335,802,786","$127,509,326","$208,293,460",David Fincher,"Brad Pitt (Benjamin Button), Cate Blanchett (Daisy), Tilda Swinton (Elizabeth Abbott), Julia Ormond (Caroline)"
Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End (2007),tt0449088,7.1,2007,2h 49m,https://www.boxofficemojo.com/title/tt0449088/,"$961,691,209","$309,420,425","$652,270,784",Gore Verbinski,"Johnny Depp (Jack Sparrow), Orlando Bloom (Will Turner), Keira Knightley (Elizabeth Swann), Geoffrey Rush (Captain Hector Barbossa)"
Casino Royale,Casino Royale (2006),tt0381061,8.0,2006,2h 24m,https://www.boxofficemojo.com/title/tt0381061/,"$616,577,552","$167,445,960","$449,131,592",Martin Campbell,"Daniel Craig (James Bond), Eva Green (Vesper Lynd), Judi Dench (M), Jeffrey Wright (Felix Leiter)"
1917,1917 (2019),tt8579674,8.2,2019,1h 59m,https://www.boxofficemojo.com/title/tt8579674/,"$446,064,352","$159,227,644","$286,836,708",Sam Mendes,"Dean-Charles Chapman (Lance Corporal Blake), George MacKay (Lance Corporal Schofield), Daniel Mays (Sergeant Sanders), Colin Firth (General Erinmore)"
Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),tt4633694,8.4,2018,1h 57m,https://www.boxofficemojo.com/title/tt4633694/,"$393,602,435","$190,241,310","$203,361,125",Bob Persichetti,"Shameik Moore (Miles Morales), Jake Johnson (Peter B. Parker), Hailee Steinfeld (Gwen Stacy), Mahershala Ali (Uncle Aaron)"
Rogue One: A Star Wars Story,Rogue One: A Star Wars Story (2016),tt3748528,7.8,2016,2h 13m,https://www.boxofficemojo.com/title/tt3748528/,"$1,058,684,742","$533,539,991","$525,142,151",Gareth Edwards,"Felicity Jones (Jyn Erso), Diego Luna (Cassian Andor), Alan Tudyk (K-2SO), Donnie Yen (Chirrut Îmwe)"
Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire (2005),tt0330373,7.7,2005,2h 37m,https://www.boxofficemojo.com/title/tt0330373/,"$897,468,952","$290,469,928","$606,579,415",Mike Newell,"Daniel Radcliffe (Harry Potter), Emma Watson (Hermione Granger), Rupert Grint (Ron Weasley), Eric Sykes (Frank Bryce)"
La La Land,La La Land (2016),tt3783958,8.0,2016,2h 8m,https://www.boxofficemojo.com/title/tt3783958/,"$509,183,536","$151,101,803","$358,079,696",Damien Chazelle,"Ryan Gosling (Sebastian), Emma Stone (Mia), Rosemarie DeWitt (Laura), J.K. Simmons (Bill)"
Deadpool 2,Deadpool 2 (2018),tt5463162,7.6,2018,1h 59m,https://www.boxofficemojo.com/title/tt5463162/,"$785,896,632","$324,591,735","$461,304,874",David Leitch,"Ryan Reynolds (Wade Wilson/Deadpool/Voice of Juggernaut), Josh Brolin (Cable), Morena Baccarin (Vanessa), Julian Dennison (Firefist)"
Blade Runner 2049,Blade Runner 2049 (2017),tt1856101,8.0,2017,2h 44m,https://www.boxofficemojo.com/title/tt1856101/,"$276,605,984","$92,071,675","$184,528,282",Denis Villeneuve,"Harrison Ford (Rick Deckard), Ryan Gosling ('K'), Ana de Armas (Joi), Dave Bautista (Sapper Morton)"
Jurassic World,Jurassic World (2015),tt0369610,6.9,2015,2h 4m,https://www.boxofficemojo.com/title/tt0369610/,"$1,671,537,444","$653,406,625","$1,018,130,819",Colin Trevorrow,"Chris Pratt (Owen Grady), Bryce Dallas Howard (Claire Dearing), Ty Simpkins (Gray), Judy Greer (Karen)"
Her,Her (2013),tt1798709,8.0,2013,2h 6m,https://www.boxofficemojo.com/title/tt1798709/,"$48,269,269","$25,568,251","$22,701,018",Spike Jonze,"Joaquin Phoenix (Theodore), Amy Adams (Amy), Scarlett Johansson (Samantha), Rooney Mara (Catherine)"
Transformers,Transformers (2007),tt0418279,7.1,2007,2h 24m,https://www.boxofficemojo.com/title/tt0418279/,"$709,709,780","$319,246,193","$390,463,587",Michael Bay,"Shia LaBeouf (Sam Witwicky), Megan Fox (Mikaela Banes), Josh Duhamel (Captain Lennox), Tyrese Gibson (USAF Tech Sergeant Epps)"
Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi (2017),tt2527336,6.9,2017,2h 32m,https://www.boxofficemojo.com/title/tt2527336/,"$1,334,407,706","$620,181,382","$714,226,324",Rian Johnson,"Daisy Ridley (Rey), John Boyega (Finn), Mark Hamill (Luke Skywalker/Dobbu Scay), Carrie Fisher (Leia Organa)"
Sherlock Holmes,Sherlock Holmes (2009),tt0988045,7.6,2009,2h 8m,https://www.boxofficemojo.com/title/tt0988045/,"$524,028,679","$209,028,679","$315,000,000",Guy Ritchie,"Robert Downey Jr. (Sherlock Holmes), Jude Law (Dr. John Watson), Rachel McAdams (Irene Adler), Mark Strong (Lord Henry Blackwood)"
Frozen,Frozen (2013),tt2294629,7.4,2013,1h 42m,https://www.boxofficemojo.com/title/tt2294629/,"$1,306,450,154","$400,953,009","$905,495,084",Chris Buck,"Kristen Bell (Anna), Idina Menzel (Elsa), Jonathan Groff (Kristoff), Josh Gad (Olaf)"
The Hateful Eight,The Hateful Eight (2015),tt3460252,7.8,2015,2h 48m,https://www.boxofficemojo.com/title/tt3460252/,"$161,217,616","$54,117,416","$107,100,200",Quentin Tarantino,"Samuel L. Jackson (Major Marquis Warren), Kurt Russell (John Ruth), Jennifer Jason Leigh (Daisy Domergue), Walton Goggins (Sheriff Chris Mannix)"
Life of Pi,Life of Pi (2012),tt0454876,7.9,2012,2h 7m,https://www.boxofficemojo.com/title/tt0454876/,"$609,016,565","$124,987,023","$484,029,542",Ang Lee,"Suraj Sharma (Pi Patel), Irrfan Khan (Adult Pi Patel), Adil Hussain (Santosh Patel), Tabu (Gita Patel)"
Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance) (2014),tt2562232,7.7,2014,1h 59m,https://www.boxofficemojo.com/title/tt2562232/,"$103,215,094","$42,340,598","$60,874,496",Alejandro G. Iñárritu,"Michael Keaton (Riggan), Zach Galifianakis (Jake), Edward Norton (Mike), Andrea Riseborough (Laura)"
Ted,Ted (2012),tt1637725,6.9,2012,1h 46m,https://www.boxofficemojo.com/title/tt1637725/,"$549,368,315","$218,815,487","$330,552,828",Seth MacFarlane,"Mark Wahlberg (John Bennett), Mila Kunis (Lori Collins), Seth MacFarlane (Ted), Joel McHale (Rex)"
Into the Wild,Into the Wild (2007),tt0758758,8.1,2007,2h 28m,https://www.boxofficemojo.com/title/tt0758758/,"$56,676,733","$18,354,356","$38,321,539",Sean Penn,"Emile Hirsch (Chris McCandless), Vince Vaughn (Wayne Westerberg), Catherine Keener (Jan Burres), Marcia Gay Harden (Billie McCandless)"
Prometheus,Prometheus (2012),tt1446714,7.0,2012,2h 4m,https://www.boxofficemojo.com/title/tt1446714/,"$403,354,469","$126,477,084","$276,877,385",Ridley Scott,"Noomi Rapace (Elizabeth Shaw), Logan Marshall-Green (Charlie Holloway), Michael Fassbender (David), Charlize Theron (Meredith Vickers)"
The Bourne Ultimatum,The Bourne Ultimatum (2007),tt0440963,8.0,2007,1h 55m,https://www.boxofficemojo.com/title/tt0440963/,"$442,824,138","$227,471,070","$215,353,068",Paul Greengrass,"Matt Damon (Jason Bourne), Edgar Ramírez (Paz), Joan Allen (Pam Landy), Julia Stiles (Nicky Parsons)"
Oldboy,Oldboy (2003),tt0364569,8.3,2003,2h,https://www.boxofficemojo.com/title/tt0364569/,"$17,592,355","$2,458,200","$15,129,233",Park Chan-wook,"Choi Min-sik (Dae-su Oh), Yoo Ji-tae (Woo-jin Lee), Kang Hye-jeong (Mi-do), Kim Byeong-Ok (Mr. Han)"
There Will Be Blood,There Will Be Blood (2007),tt0469494,8.2,2007,2h 38m,https://www.boxofficemojo.com/title/tt0469494/,"$76,430,381","$40,222,514","$36,207,867",Paul Thomas Anderson,"Daniel Day-Lewis (Daniel Plainview), Paul Dano (Paul Sunday/Eli Sunday), Ciarán Hinds (Fletcher), Martin Stringer (Silver Assay Worker)"
Spider-Man 3,Spider-Man 3 (2007),tt0413300,6.3,2007,2h 19m,https://www.boxofficemojo.com/title/tt0413300/,"$891,648,685","$337,281,992","$554,341,323",Sam Raimi,"Tobey Maguire (Spider-Man/Peter Parker), Kirsten Dunst (Mary Jane Watson), Topher Grace (Venom/Eddie Brock), Thomas Haden Church (Sandman/Flint Marko)"
Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix (2007),tt0373889,7.5,2007,2h 18m,https://www.boxofficemojo.com/title/tt0373889/,"$942,862,581","$292,382,727","$650,406,895",David Yates,"Daniel Radcliffe (Harry Potter), Emma Watson (Hermione Granger), Rupert Grint (Ron Weasley), Brendan Gleeson (Alastor 'Mad-Eye' Moody)"
